"","b","p","call"
"1",-0.136891844323688,0.000108924336100932,"rma.mv(yi = tempData$fisherZDiff, V = tempData$seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"2",-0.136885279497286,0.000108873013810532,"rma.mv(yi = tempData$fisherZDiff, V = tempData$seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"3",-0.136597427112385,0.000109603432447774,"rma.mv(yi = tempData$fisherZDiff, V = tempData$seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"4",-0.137067627670514,0.000107981870314126,"rma.mv(yi = tempData$fisherZDiff, V = tempData$seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"5",-0.136935820038338,0.000108661890502488,"rma.mv(yi = tempData$fisherZDiff, V = tempData$seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"6",-0.137095549911362,0.000108656920553684,"rma.mv(yi = tempData$fisherZDiff, V = tempData$seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"7",-0.136540137477455,0.000109845954152595,"rma.mv(yi = tempData$fisherZDiff, V = tempData$seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"8",-0.136368235437642,0.000110527794841378,"rma.mv(yi = tempData$fisherZDiff, V = tempData$seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"9",-0.13756393940779,0.000109878965150186,"rma.mv(yi = tempData$fisherZDiff, V = tempData$seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"10",-0.137054933988964,0.000108686023623445,"rma.mv(yi = tempData$fisherZDiff, V = tempData$seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"11",-0.137444733713222,0.000108629168291105,"rma.mv(yi = tempData$fisherZDiff, V = tempData$seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
"12",-0.137543197046038,0.00010935294100257,"rma.mv(yi = tempData$fisherZDiff, V = tempData$seDifference.ro^2, random = ~1 | source/authorsTitle.o/id, data = tempData)"
